country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Slovenia,SVN,2021-01-18 00:00:00,47684,47257,427,496,2548,2.29,2.27,0.02,1226,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-19 00:00:00,50092,47900,2192,2408,2600,2.41,2.3,0.11,1251,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-20 00:00:00,54353,49236,5117,4261,2565,2.61,2.37,0.25,1234,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-21 00:00:00,58555,50440,8115,4202,2166,2.82,2.43,0.39,1042,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-22 00:00:00,60521,51654,8867,1966,1951,2.91,2.48,0.43,938,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-23 00:00:00,61328,51909,9419,807,2021,2.95,2.5,0.45,972,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-24 00:00:00,61381,51910,9471,53,2028,2.95,2.5,0.46,976,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-25 00:00:00,61618,51920,9698,237,1991,2.96,2.5,0.47,958,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-26 00:00:00,63661,52028,11633,2043,1938,3.06,2.5,0.56,932,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-27 00:00:00,68567,52305,16262,4906,2031,3.3,2.52,0.78,977,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-28 00:00:00,74230,52772,21458,5663,2239,3.57,2.54,1.03,1077,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-29 00:00:00,77718,53279,24439,3488,2457,3.74,2.56,1.18,1182,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-30 00:00:00,77822,53284,24538,104,2356,3.74,2.56,1.18,1133,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-01-31 00:00:00,77842,53296,24546,20,2352,3.74,2.56,1.18,1131,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-02-01 00:00:00,78057,53297,24760,215,2348,3.75,2.56,1.19,1129,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Slovenia,SVN,2021-02-02 00:00:00,78931,53311,25620,874,2181,3.8,2.56,1.23,1049,Pfizer/BioNTech,National Institute of Public Health, via Sledilnik,https://covid-19.sledilnik.org/en/stats
Spain,ESP,2021-01-19 00:00:00,966097,956756,9341,68155,68282,2.07,2.05,0.02,1460,Moderna, Pfizer/BioNTech,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
Spain,ESP,2021-01-20 00:00:00,1025937,1010295,15642,59840,63471,2.19,2.16,0.03,1358,Moderna, Pfizer/BioNTech,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
Spain,ESP,2021-01-21 00:00:00,1103301,1054245,49056,77364,61016,2.36,2.25,0.1,1305,Moderna, Pfizer/BioNTech,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
Spain,ESP,2021-01-22 00:00:00,1165825,1097369,68456,62524,56696,2.49,2.35,0.15,1213,Moderna, Pfizer/BioNTech,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
Spain,ESP,2021-01-25 00:00:00,1291216,1167519,123697,53623,56182,2.76,2.5,0.26,1202,Moderna, Pfizer/BioNTech,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
Spain,ESP,2021-01-26 00:00:00,1356461,1183395,173066,65245,55766,2.9,2.53,0.37,1193,Moderna, Pfizer/BioNTech,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
Spain,ESP,2021-01-27 00:00:00,1395618,1202859,192759,39157,52812,2.98,2.57,0.41,1130,Moderna, Pfizer/BioNTech,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
Spain,ESP,2021-01-28 00:00:00,1474189,1222323,251866,78571,52984,3.15,2.61,0.54,1133,Moderna, Pfizer/BioNTech,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
Spain,ESP,2021-02-01 00:00:00,1673054,1254535,418519,63793,54548,3.58,2.68,0.9,1167,Moderna, Pfizer/BioNTech,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
Spain,ESP,2021-02-02 00:00:00,1764778,1265800,498978,91724,58331,3.77,2.71,1.07,1248,Moderna, Pfizer/BioNTech,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
Sweden,SWE,2021-01-29 00:00:00,248991,230068,18923,18474,12199,2.47,2.28,0.19,1208,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-02-03 00:00:00,298279,264148,34131,13022,11124,2.95,2.62,0.34,1101,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
United Arab Emirates,ARE,2021-01-10 00:00:00,1086568,836568,250000,66219,52053,10.99,8.46,2.53,5263,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-11 00:00:00,1167251,917251,250000,80683,56825,11.8,9.27,2.53,5745,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-12 00:00:00,1275652,1025652,250000,108401,64193,12.9,10.37,2.53,6490,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-13 00:00:00,1394580,1144580,250000,118928,76797,14.1,11.57,2.53,7765,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-14 00:00:00,1527833,1277833,250000,133253,91448,15.45,12.92,2.53,9246,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-15 00:00:00,1665987,1415987,250000,138154,103490,16.84,14.32,2.53,10464,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-16 00:00:00,1797926,1547926,250000,131939,111082,18.18,15.65,2.53,11231,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-17 00:00:00,1882778,1632778,250000,84852,113744,19.04,16.51,2.53,11500,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-18 00:00:00,1971521,1721521,250000,88743,114896,19.93,17.41,2.53,11617,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-19 00:00:00,2065367,1815367,250000,93846,112816,20.88,18.35,2.53,11407,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-20 00:00:00,2161150,1911150,250000,95783,109510,21.85,19.32,2.53,11072,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-21 00:00:00,2246069,1996069,250000,84919,102605,22.71,20.18,2.53,10374,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-22 00:00:00,2339078,2089078,250000,93009,96156,23.65,21.12,2.53,9722,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-23 00:00:00,2426798,2176798,250000,87720,89839,24.54,22.01,2.53,9083,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-24 00:00:00,2487789,2237789,250000,60991,86430,25.15,22.63,2.53,8739,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-25 00:00:00,2571091,2321091,250000,83302,85653,26,23.47,2.53,8660,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-26 00:00:00,2677680,2427680,250000,106589,87473,27.07,24.55,2.53,8844,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-27 00:00:00,2764450,2514450,250000,86770,86186,27.95,25.42,2.53,8714,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-28 00:00:00,2868650,2618650,250000,104200,88940,29,26.48,2.53,8993,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-29 00:00:00,3006606,2756606,250000,137956,95361,30.4,27.87,2.53,9642,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-30 00:00:00,3114167,2864167,250000,107561,98196,31.49,28.96,2.53,9928,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-31 00:00:00,3334162,3084162,250000,219995,120910,33.71,31.18,2.53,12225,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-02-01 00:00:00,3440777,3190777,250000,106615,124241,34.79,32.26,2.53,12562,Pfizer/BioNTech, Sinopharm,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Kingdom,GBR,2021-01-11 00:00:00,2843815,2431648,412167,165844,181445,4.19,3.58,0.61,2673,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-12 00:00:00,3067541,2639309,428232,223726,187114,4.52,3.89,0.63,2756,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-13 00:00:00,3356229,2918252,437977,288688,202063,4.94,4.3,0.65,2977,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-14 00:00:00,3678180,3234946,443234,321951,221763,5.42,4.77,0.65,3267,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-15 00:00:00,4006440,3559179,447261,328260,242366,5.9,5.24,0.66,3570,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-16 00:00:00,4286830,3837094,449736,280390,256129,6.31,5.65,0.66,3773,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-17 00:00:00,4514802,4062501,452301,227972,262404,6.65,5.98,0.67,3865,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-18 00:00:00,4723443,4266577,456866,208641,268518,6.96,6.28,0.67,3955,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-19 00:00:00,5070365,4609740,460625,346922,286118,7.47,6.79,0.68,4215,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-20 00:00:00,5437284,4973248,464036,366919,297294,8.01,7.33,0.68,4379,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-21 00:00:00,5849899,5383103,466796,412615,310246,8.62,7.93,0.69,4570,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-22 00:00:00,6329968,5861351,468617,480069,331933,9.32,8.63,0.69,4890,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-23 00:00:00,6822981,6353321,469660,493013,362307,10.05,9.36,0.69,5337,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-24 00:00:00,7044048,6573570,470478,221067,361321,10.38,9.68,0.69,5322,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-25 00:00:00,7325773,6853327,472446,281725,371761,10.79,10.1,0.7,5476,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-26 00:00:00,7638543,7164387,474156,312770,366883,11.25,10.55,0.7,5404,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-27 00:00:00,7953250,7476765,476485,314707,359424,11.72,11.01,0.7,5295,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-28 00:00:00,8369438,7891184,478254,416188,359934,12.33,11.62,0.7,5302,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-29 00:00:00,8859372,8378940,480432,489934,361343,13.05,12.34,0.71,5323,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-30 00:00:00,9468382,8977329,491053,609010,377914,13.95,13.22,0.72,5567,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-31 00:00:00,9790576,9296367,494209,322194,392361,14.42,13.69,0.73,5780,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-01 00:00:00,10143511,9646715,496796,352935,402534,14.94,14.21,0.73,5930,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-02 00:00:00,10520433,10021471,498962,376922,411699,15.5,14.76,0.73,6065,Oxford/AstraZeneca, Pfizer/BioNTech,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United States,USA,2021-01-14 00:00:00,11148991,9690757,1342086,870529,747082,3.33,2.9,0.4,2234,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-15 00:00:00,12279180,10595866,1610524,1130189,798707,3.67,3.17,0.48,2388,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-20 00:00:00,16525281,14270441,2161419,817693,892403,4.94,4.27,0.65,2668,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-21 00:00:00,17546374,15053257,2394961,1021093,913912,5.25,4.5,0.72,2733,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-22 00:00:00,19107959,16243093,2756953,1561585,975540,5.71,4.86,0.82,2917,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-23 00:00:00,20537990,17390345,3027865,1430031,1057387,6.14,5.2,0.91,3162,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-24 00:00:00,21848655,18502131,3216836,1310665,1122182,6.53,5.53,0.96,3355,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-25 00:00:00,22734243,19252279,3346390,885588,1126251,6.8,5.76,1,3368,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-26 00:00:00,23540994,19902237,3481921,806751,1119058,7.04,5.95,1.04,3346,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-27 00:00:00,24652634,20687970,3801053,1111640,1161050,7.37,6.19,1.14,3472,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-28 00:00:00,26193682,21698606,4263056,1541048,1235330,7.83,6.49,1.27,3694,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-29 00:00:00,27884661,22858318,4780888,1690979,1253815,8.34,6.83,1.43,3749,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-30 00:00:00,29577902,24064165,5259693,1693241,1291416,8.84,7.2,1.57,3861,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-31 00:00:00,31123299,25201143,5657142,1545397,1324949,9.31,7.54,1.69,3962,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-01 00:00:00,32222402,26023153,5927847,1099103,1355451,9.63,7.78,1.77,4053,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-02 00:00:00,32780860,26440836,6064792,558458,1319981,9.8,7.91,1.81,3947,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-03 00:00:00,33878254,27154956,6436931,1097394,1317946,10.13,8.12,1.92,3941,Moderna, Pfizer/BioNTech,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
